DEBUG:processor.ControlUnit: Tick=1 | STAGE=FETCH | OP=load | PC=0 | R1=0 | R2=0 | R3=0 |  data={}
DEBUG:processor.ControlUnit: Tick=443 | STAGE=EXECUTE | OP=load_from | PC=18 | R1=8 | R2=3 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=444 | STAGE=MEMORY | OP=load_from | PC=18 | R1=8 | R2=3 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=445 | STAGE=WRITEBACK | OP=load_from | PC=18 | R1=8 | R2=3 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=446 | STAGE=FETCH | OP=sub | PC=19 | R1=8 | R2=4000000 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=447 | STAGE=DECODE | OP=sub | PC=19 | R1=8 | R2=4000000 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=448 | STAGE=EXECUTE | OP=sub | PC=19 | R1=8 | R2=4000000 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=449 | STAGE=MEMORY | OP=sub | PC=19 | R1=8 | R2=4000000 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=450 | STAGE=WRITEBACK | OP=sub | PC=19 | R1=8 | R2=4000000 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=451 | STAGE=FETCH | OP=jn | PC=20 | R1=8 | R2=3999992 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=452 | STAGE=DECODE | OP=jn | PC=20 | R1=8 | R2=3999992 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=453 | STAGE=EXECUTE | OP=jn | PC=20 | R1=8 | R2=3999992 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=454 | STAGE=MEMORY | OP=load | PC=21 | R1=8 | R2=3999992 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=455 | STAGE=WRITEBACK | OP=load | PC=21 | R1=8 | R2=3999992 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=456 | STAGE=FETCH | OP=load | PC=21 | R1=8 | R2=3999992 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=457 | STAGE=DECODE | OP=load | PC=21 | R1=8 | R2=3999992 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=458 | STAGE=EXECUTE | OP=load | PC=21 | R1=8 | R2=3999992 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=459 | STAGE=MEMORY | OP=load | PC=21 | R1=8 | R2=3999992 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=460 | STAGE=WRITEBACK | OP=load | PC=21 | R1=8 | R2=3999992 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=461 | STAGE=FETCH | OP=mod | PC=22 | R1=8 | R2=2 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=462 | STAGE=DECODE | OP=mod | PC=22 | R1=8 | R2=2 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=463 | STAGE=EXECUTE | OP=mod | PC=22 | R1=8 | R2=2 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=464 | STAGE=MEMORY | OP=mod | PC=22 | R1=8 | R2=2 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=465 | STAGE=WRITEBACK | OP=mod | PC=22 | R1=8 | R2=2 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=466 | STAGE=FETCH | OP=load | PC=23 | R1=0 | R2=2 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=467 | STAGE=DECODE | OP=load | PC=23 | R1=0 | R2=2 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=468 | STAGE=EXECUTE | OP=load | PC=23 | R1=0 | R2=2 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=469 | STAGE=MEMORY | OP=load | PC=23 | R1=0 | R2=2 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=470 | STAGE=WRITEBACK | OP=load | PC=23 | R1=0 | R2=2 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=471 | STAGE=FETCH | OP=cmp | PC=24 | R1=0 | R2=0 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=472 | STAGE=DECODE | OP=cmp | PC=24 | R1=0 | R2=0 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=473 | STAGE=EXECUTE | OP=cmp | PC=24 | R1=0 | R2=0 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=474 | STAGE=MEMORY | OP=cmp | PC=24 | R1=0 | R2=0 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=475 | STAGE=WRITEBACK | OP=cmp | PC=24 | R1=0 | R2=0 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=476 | STAGE=FETCH | OP=je | PC=25 | R1=0 | R2=0 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=477 | STAGE=DECODE | OP=je | PC=25 | R1=0 | R2=0 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=478 | STAGE=EXECUTE | OP=je | PC=25 | R1=0 | R2=0 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=479 | STAGE=FETCH | OP=load | PC=27 | R1=0 | R2=0 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=480 | STAGE=DECODE | OP=load | PC=27 | R1=0 | R2=0 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=481 | STAGE=EXECUTE | OP=load | PC=27 | R1=0 | R2=0 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=482 | STAGE=MEMORY | OP=load | PC=27 | R1=0 | R2=0 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=483 | STAGE=WRITEBACK | OP=load | PC=27 | R1=0 | R2=0 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=484 | STAGE=FETCH | OP=load_from | PC=28 | R1=0 | R2=0 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=485 | STAGE=DECODE | OP=load_from | PC=28 | R1=0 | R2=0 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=486 | STAGE=EXECUTE | OP=load_from | PC=28 | R1=0 | R2=0 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=487 | STAGE=MEMORY | OP=load_from | PC=28 | R1=0 | R2=0 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=488 | STAGE=WRITEBACK | OP=load_from | PC=28 | R1=0 | R2=0 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=489 | STAGE=FETCH | OP=load | PC=29 | R1=2 | R2=0 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=490 | STAGE=DECODE | OP=load | PC=29 | R1=2 | R2=0 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=491 | STAGE=EXECUTE | OP=load | PC=29 | R1=2 | R2=0 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=492 | STAGE=MEMORY | OP=load | PC=29 | R1=2 | R2=0 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=493 | STAGE=WRITEBACK | OP=load | PC=29 | R1=2 | R2=0 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=494 | STAGE=FETCH | OP=load_from | PC=30 | R1=2 | R2=1 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=495 | STAGE=DECODE | OP=load_from | PC=30 | R1=2 | R2=1 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=496 | STAGE=EXECUTE | OP=load_from | PC=30 | R1=2 | R2=1 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=497 | STAGE=MEMORY | OP=load_from | PC=30 | R1=2 | R2=1 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=498 | STAGE=WRITEBACK | OP=load_from | PC=30 | R1=2 | R2=1 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=499 | STAGE=FETCH | OP=add | PC=31 | R1=2 | R2=8 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=500 | STAGE=DECODE | OP=add | PC=31 | R1=2 | R2=8 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=501 | STAGE=EXECUTE | OP=add | PC=31 | R1=2 | R2=8 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=502 | STAGE=MEMORY | OP=add | PC=31 | R1=2 | R2=8 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=503 | STAGE=WRITEBACK | OP=add | PC=31 | R1=2 | R2=8 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=504 | STAGE=FETCH | OP=store | PC=32 | R1=10 | R2=8 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=505 | STAGE=DECODE | OP=store | PC=32 | R1=10 | R2=8 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=506 | STAGE=EXECUTE | OP=store | PC=32 | R1=10 | R2=8 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=507 | STAGE=MEMORY | OP=store | PC=32 | R1=10 | R2=8 | R3=0 |  data={0: 2, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=508 | STAGE=WRITEBACK | OP=store | PC=32 | R1=10 | R2=8 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=509 | STAGE=FETCH | OP=jmp | PC=33 | R1=10 | R2=8 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=510 | STAGE=DECODE | OP=jmp | PC=33 | R1=10 | R2=8 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=511 | STAGE=EXECUTE | OP=jmp | PC=33 | R1=10 | R2=8 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=512 | STAGE=FETCH | OP=load | PC=34 | R1=10 | R2=8 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=513 | STAGE=DECODE | OP=load | PC=34 | R1=10 | R2=8 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=514 | STAGE=EXECUTE | OP=load | PC=34 | R1=10 | R2=8 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=515 | STAGE=MEMORY | OP=load | PC=34 | R1=10 | R2=8 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=516 | STAGE=WRITEBACK | OP=load | PC=34 | R1=10 | R2=8 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=517 | STAGE=FETCH | OP=load_from | PC=35 | R1=2 | R2=8 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=518 | STAGE=DECODE | OP=load_from | PC=35 | R1=2 | R2=8 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=519 | STAGE=EXECUTE | OP=load_from | PC=35 | R1=2 | R2=8 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=520 | STAGE=MEMORY | OP=load_from | PC=35 | R1=2 | R2=8 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=521 | STAGE=WRITEBACK | OP=load_from | PC=35 | R1=2 | R2=8 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=522 | STAGE=FETCH | OP=load | PC=36 | R1=13 | R2=8 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=523 | STAGE=DECODE | OP=load | PC=36 | R1=13 | R2=8 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=524 | STAGE=EXECUTE | OP=load | PC=36 | R1=13 | R2=8 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=525 | STAGE=MEMORY | OP=load | PC=36 | R1=13 | R2=8 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=526 | STAGE=WRITEBACK | OP=load | PC=36 | R1=13 | R2=8 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=527 | STAGE=FETCH | OP=load_from | PC=37 | R1=13 | R2=3 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=528 | STAGE=DECODE | OP=load_from | PC=37 | R1=13 | R2=3 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=529 | STAGE=EXECUTE | OP=load_from | PC=37 | R1=13 | R2=3 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=530 | STAGE=MEMORY | OP=load_from | PC=37 | R1=13 | R2=3 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=531 | STAGE=WRITEBACK | OP=load_from | PC=37 | R1=13 | R2=3 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=532 | STAGE=FETCH | OP=sub | PC=38 | R1=13 | R2=4000000 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=533 | STAGE=DECODE | OP=sub | PC=38 | R1=13 | R2=4000000 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=534 | STAGE=EXECUTE | OP=sub | PC=38 | R1=13 | R2=4000000 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=535 | STAGE=MEMORY | OP=sub | PC=38 | R1=13 | R2=4000000 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=536 | STAGE=WRITEBACK | OP=sub | PC=38 | R1=13 | R2=4000000 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=537 | STAGE=FETCH | OP=jn | PC=39 | R1=13 | R2=3999987 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=538 | STAGE=DECODE | OP=jn | PC=39 | R1=13 | R2=3999987 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=539 | STAGE=EXECUTE | OP=jn | PC=39 | R1=13 | R2=3999987 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=540 | STAGE=MEMORY | OP=load | PC=40 | R1=13 | R2=3999987 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=541 | STAGE=WRITEBACK | OP=load | PC=40 | R1=13 | R2=3999987 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=542 | STAGE=FETCH | OP=load | PC=40 | R1=13 | R2=3999987 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=543 | STAGE=DECODE | OP=load | PC=40 | R1=13 | R2=3999987 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=544 | STAGE=EXECUTE | OP=load | PC=40 | R1=13 | R2=3999987 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=545 | STAGE=MEMORY | OP=load | PC=40 | R1=13 | R2=3999987 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=546 | STAGE=WRITEBACK | OP=load | PC=40 | R1=13 | R2=3999987 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=547 | STAGE=FETCH | OP=mod | PC=41 | R1=13 | R2=2 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=548 | STAGE=DECODE | OP=mod | PC=41 | R1=13 | R2=2 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=549 | STAGE=EXECUTE | OP=mod | PC=41 | R1=13 | R2=2 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=550 | STAGE=MEMORY | OP=mod | PC=41 | R1=13 | R2=2 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=551 | STAGE=WRITEBACK | OP=mod | PC=41 | R1=13 | R2=2 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=552 | STAGE=FETCH | OP=load | PC=42 | R1=1 | R2=2 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=553 | STAGE=DECODE | OP=load | PC=42 | R1=1 | R2=2 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=554 | STAGE=EXECUTE | OP=load | PC=42 | R1=1 | R2=2 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=555 | STAGE=MEMORY | OP=load | PC=42 | R1=1 | R2=2 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=556 | STAGE=WRITEBACK | OP=load | PC=42 | R1=1 | R2=2 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=557 | STAGE=FETCH | OP=cmp | PC=43 | R1=1 | R2=0 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=558 | STAGE=DECODE | OP=cmp | PC=43 | R1=1 | R2=0 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=559 | STAGE=EXECUTE | OP=cmp | PC=43 | R1=1 | R2=0 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=560 | STAGE=MEMORY | OP=cmp | PC=43 | R1=1 | R2=0 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=561 | STAGE=WRITEBACK | OP=cmp | PC=43 | R1=1 | R2=0 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=562 | STAGE=FETCH | OP=je | PC=44 | R1=1 | R2=0 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=563 | STAGE=DECODE | OP=je | PC=44 | R1=1 | R2=0 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=564 | STAGE=EXECUTE | OP=je | PC=44 | R1=1 | R2=0 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=565 | STAGE=MEMORY | OP=jmp | PC=45 | R1=1 | R2=0 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=566 | STAGE=WRITEBACK | OP=jmp | PC=45 | R1=1 | R2=0 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=567 | STAGE=FETCH | OP=jmp | PC=45 | R1=1 | R2=0 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=568 | STAGE=DECODE | OP=jmp | PC=45 | R1=1 | R2=0 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=569 | STAGE=EXECUTE | OP=jmp | PC=45 | R1=1 | R2=0 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=570 | STAGE=FETCH | OP=load | PC=53 | R1=1 | R2=0 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=571 | STAGE=DECODE | OP=load | PC=53 | R1=1 | R2=0 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=572 | STAGE=EXECUTE | OP=load | PC=53 | R1=1 | R2=0 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=573 | STAGE=MEMORY | OP=load | PC=53 | R1=1 | R2=0 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=574 | STAGE=WRITEBACK | OP=load | PC=53 | R1=1 | R2=0 | R3=0 |  data={0: 10, 1: 8, 2: 13, 3: 4000000, 4: 32, 5: 0}
